account_id,customer_id,account_type,account_status,open_date,current_balance
51,6335,Current,Active,2024-08-07,20751.71
52,2623,Salary,Closed,2025-11-07,5852.05
53,9049,Savings,Active,2026-03-19,37836.32
54,5566,Savings,Active,2025-12-21,59538.82
55,1526,Savings,Dormant,2025-12-09,18443.98
56,1417,Salary,Active,2024-09-05,46406.45
57,1795,Savings,Active,2023-12-23,1096.95
58,2721,Savings,Active,2021-08-02,109306.51
59,6827,Salary,Active,2025-11-30,24635.06
60,6796,Savings,Active,2022-06-22,11005.54
61,3677,Current,Active,2023-01-10,14723.13
62,5077,Savings,Active,2024-01-02,193804.23
63,6370,Savings,Active,2024-11-03,27514.87
64,8545,Savings,Active,2021-07-24,32103.51
65,9620,Savings,Active,2022-12-27,23172.15
66,5827,Savings,Active,2024-01-05,12713.64
67,2193,Savings,Active,2022-08-21,5127.76
68,9970,Savings,Active,2024-03-04,46818.27
69,3537,Savings,Active,2025-09-11,15514.31
70,7300,Savings,Active,2024-11-06,19998.6
71,9309,Current,Dormant,2025-12-27,64216.0
72,2321,Salary,Active,2024-09-21,46943.22
73,7872,Savings,Closed,2025-02-09,14202.32
74,534,Savings,Active,2024-02-18,36574.4
75,9410,Current,Dormant,2025-12-29,46109.2
76,5352,Savings,Active,2023-03-25,10480.01
77,1980,Salary,Active,2024-05-30,14525.87
78,2077,Savings,Active,2025-09-04,29906.06
79,8724,Savings,Active,2023-02-27,47184.59
80,4236,Salary,Active,2025-07-18,33007.04
81,6242,Savings,Active,2022-06-23,32763.38
82,4115,Savings,Active,2025-01-29,14451.14
83,2585,Savings,Active,2024-11-04,8864.42
84,9741,Savings,Active,2024-09-27,36409.98
85,1489,Current,Active,2023-12-06,11110.96
86,3660,Savings,Dormant,2022-01-08,13958.12
87,6403,Savings,Active,2021-08-21,3586.78
88,8048,Current,Active,2023-07-31,12259.63
89,228,Savings,Active,2024-07-06,14505.98
90,4472,Savings,Active,2023-08-11,8262.97
91,5243,Savings,Active,2021-11-07,8979.2
92,7624,Current,Active,2022-11-18,24021.58
93,4353,Savings,Active,2025-02-16,37675.73
94,4929,Current,Active,2022-07-03,38272.59
95,7316,Savings,Active,2025-04-24,41422.63
96,699,Savings,Active,2026-01-05,60336.91
97,438,Current,Active,2024-04-03,76607.24
98,5820,Savings,Active,2024-02-24,18637.05
99,6181,Savings,Active,2024-08-10,13935.14
100,9877,Salary,Closed,2023-02-11,46669.17
101,2154,Savings,Active,2025-04-11,5231.94
102,6039,Current,Active,2024-02-07,20086.67
103,6009,Savings,Active,2024-12-10,9451.69
104,6376,Savings,Active,2026-04-04,9981.78
105,5137,Savings,Active,2021-11-25,12881.19
106,5279,Salary,Active,2026-01-25,44528.91
107,960,Savings,Active,2022-01-01,188010.5
108,8470,Savings,Active,2023-12-13,47779.84
109,4221,Savings,Active,2025-04-28,3441.75
110,3757,Current,Active,2025-02-10,17728.46
111,7588,Salary,Active,2022-04-22,11548.61
112,9536,Current,Closed,2022-10-11,7888.42
113,4771,Current,Active,2024-02-21,18405.6
114,8907,Savings,Active,2021-11-06,10668.64
115,9698,Current,Active,2025-07-01,9793.46
116,3922,Savings,Active,2025-03-04,43774.03
117,2715,Current,Active,2023-04-26,26510.94
118,1348,Savings,Closed,2026-01-22,111891.36
119,5009,Savings,Active,2024-05-29,6473.33
120,6086,Savings,Active,2024-05-03,5170.19
121,8170,Current,Active,2023-04-24,15941.7
122,4869,Salary,Active,2023-09-26,13416.37
123,3961,Savings,Active,2022-04-06,42365.75
124,9945,Savings,Active,2022-02-25,33420.98
125,2506,Salary,Active,2022-08-24,39659.8
126,5097,Savings,Active,2025-11-12,4653.36
127,7376,Savings,Active,2025-01-11,16968.98
128,1738,Salary,Active,2024-04-01,3313.38
129,1109,Salary,Active,2023-02-22,63753.93
130,2680,Savings,Active,2021-07-24,9570.4
131,1038,Savings,Active,2021-09-27,21372.64
132,5761,Savings,Dormant,2024-04-13,5011.03
133,9104,Savings,Active,2021-09-11,9738.57
134,2097,Savings,Active,2023-01-05,16133.47
135,359,Current,Active,2023-02-11,19678.99
136,5954,Savings,Active,2025-10-16,24092.56
137,1077,Savings,Active,2022-01-03,44508.62
138,7237,Savings,Active,2021-08-08,62289.39
139,5672,Savings,Active,2022-04-19,42787.83
140,5816,Savings,Active,2023-09-23,24764.89
141,5765,Current,Active,2024-12-08,11694.74
142,4975,Savings,Dormant,2021-12-04,16705.64
143,3528,Current,Active,2021-09-28,21119.02
144,2303,Savings,Active,2025-03-25,31078.7
145,9797,Savings,Active,2021-11-01,9437.66
146,1076,Savings,Closed,2021-09-21,19196.17
147,4049,Savings,Active,2022-08-05,52566.86
148,329,Savings,Active,2023-09-04,57667.49
149,3478,Savings,Dormant,2026-01-16,14533.56
150,7125,Savings,Active,2026-05-21,12657.0
151,1003,Savings,Active,2024-01-23,24796.32
152,8769,Savings,Closed,2024-08-29,20519.66
153,8519,Savings,Active,2025-03-14,3575.06
154,6387,Savings,Active,2022-10-18,124845.38
155,9720,Savings,Dormant,2023-11-30,11279.91
156,2822,Savings,Active,2022-05-24,13734.39
157,9658,Savings,Active,2021-07-01,6276.85
158,2381,Savings,Active,2023-04-05,60677.29
159,8687,Current,Active,2022-12-23,11021.95
160,9331,Savings,Active,2022-07-27,33343.88
161,2417,Savings,Active,2024-04-15,41367.33
162,9549,Current,Active,2021-07-13,11640.02
163,9346,Savings,Active,2025-02-18,10261.96
164,3250,Savings,Active,2024-08-31,28389.26
165,2143,Salary,Active,2021-08-22,3001.81
166,3389,Savings,Active,2022-10-03,42955.73
167,9317,Savings,Closed,2022-01-13,17053.95
168,5316,Current,Active,2022-03-08,10586.14
169,8994,Savings,Active,2025-01-06,12692.65
170,208,Savings,Active,2021-09-04,17476.75
171,8665,Savings,Active,2024-05-31,14561.4
172,1639,Current,Active,2022-08-10,88178.2
173,5128,Savings,Dormant,2022-12-24,6968.99
174,8328,Current,Active,2025-08-10,8517.86
175,4357,Savings,Active,2022-04-07,22555.43
176,9363,Savings,Active,2023-09-11,67544.47
177,8650,Savings,Active,2022-12-13,15106.05
178,6025,Savings,Active,2024-04-14,8538.81
179,7606,Current,Active,2022-12-23,23810.95
180,1437,Savings,Dormant,2024-11-22,43068.18
181,6376,Savings,Active,2024-06-10,40706.83
182,8699,Savings,Active,2021-10-10,5779.08
183,6248,Current,Dormant,2025-02-11,40680.9
184,8638,Savings,Active,2023-04-03,14095.55
185,2782,Savings,Active,2023-05-31,5183.68
186,444,Current,Active,2021-12-09,56366.14
187,118,Savings,Active,2023-03-06,4403.43
188,9733,Savings,Active,2025-04-25,5603.66
189,567,Current,Active,2022-05-20,61024.7
190,3603,Savings,Active,2021-12-25,5126.42
191,1937,Current,Active,2024-08-19,11552.64
192,4184,Savings,Active,2022-02-20,8724.92
193,7927,Savings,Active,2024-03-08,17722.27
194,9845,Savings,Dormant,2022-06-01,10641.7
195,4572,Savings,Dormant,2022-01-15,7963.25
196,5802,Savings,Active,2026-06-06,34200.75
197,4391,Savings,Closed,2022-05-03,41784.48
198,4816,Savings,Dormant,2021-10-05,9210.36
199,5501,Savings,Dormant,2023-05-05,31638.53
200,5403,Savings,Active,2025-12-27,275662.81
201,6988,Savings,Active,2025-07-03,21566.54
202,4782,Savings,Active,2025-05-17,21950.06
203,2687,Savings,Active,2026-04-07,20224.19
204,1204,Current,Dormant,2021-10-20,22919.55
205,5057,Savings,Active,2025-03-25,20816.03
206,7058,Salary,Active,2024-12-13,3637.38
207,8598,Savings,Active,2023-04-18,29578.49
208,5714,Savings,Active,2024-10-07,11397.37
209,5184,Savings,Active,2026-01-23,7395.01
210,4215,Savings,Closed,2024-04-26,5381.25
211,4080,Salary,Active,2024-01-02,7016.33
212,313,Savings,Active,2026-01-11,116719.1
213,8355,Savings,Active,2021-09-29,11906.62
214,1529,Savings,Active,2026-05-07,13040.81
215,5497,Salary,Active,2024-06-07,56361.36
216,9758,Savings,Active,2023-03-13,51022.36
217,4769,Savings,Active,2024-09-03,12080.53
218,7568,Salary,Active,2021-11-28,8023.61
219,399,Salary,Active,2026-04-30,97409.45
220,6631,Savings,Active,2024-08-04,36083.41
221,1048,Savings,Active,2022-06-04,11967.86
222,1943,Savings,Active,2024-08-02,93904.63
223,240,Savings,Active,2024-06-10,14532.29
224,6465,Savings,Active,2022-06-30,10689.22
225,672,Current,Active,2022-05-23,7404.62
226,2620,Savings,Active,2021-11-13,5811.0
227,7920,Current,Active,2025-10-15,25679.24
228,2462,Savings,Dormant,2024-12-18,837.8
229,8594,Current,Active,2024-05-31,6297.3
230,2107,Savings,Active,2024-11-23,20719.08
231,4149,Salary,Active,2024-03-20,70495.35
232,1088,Savings,Active,2022-07-25,39992.3
233,6777,Savings,Dormant,2021-07-15,75502.94
234,9335,Savings,Active,2023-06-02,19162.04
235,4382,Salary,Active,2022-03-02,169622.18
236,5125,Savings,Active,2023-09-08,4164.82
237,7560,Current,Active,2025-03-11,10276.2
238,142,Savings,Active,2024-05-27,49642.58
239,397,Current,Active,2025-04-30,25485.66
240,5138,Salary,Active,2025-11-28,9244.12
241,7282,Savings,Active,2026-02-15,29172.94
242,1556,Savings,Closed,2021-12-12,11858.76
243,7055,Savings,Active,2023-11-14,13800.87
244,5895,Savings,Active,2024-12-22,144937.63
245,1029,Savings,Closed,2024-03-17,60201.7
246,5052,Savings,Active,2023-09-24,41105.79
247,671,Savings,Active,2023-07-08,38420.51
248,4595,Savings,Active,2023-12-22,7152.26
249,1856,Savings,Active,2023-01-19,8385.17
250,3430,Savings,Dormant,2023-03-13,40456.08
251,5277,Savings,Active,2025-03-29,56560.38
252,6987,Current,Closed,2023-01-16,58369.62
253,9881,Savings,Active,2021-09-18,13729.61
254,4432,Savings,Active,2024-05-11,9068.91
255,570,Savings,Active,2023-10-31,33596.04
256,6457,Savings,Active,2025-02-21,5155.77
257,1147,Savings,Active,2026-01-05,13719.41
258,9057,Savings,Dormant,2023-07-28,68229.97
259,6515,Savings,Active,2026-04-24,12444.11
260,4901,Savings,Active,2024-07-30,45264.63
261,28,Savings,Active,2025-10-08,2733.95
262,5350,Savings,Active,2025-05-06,17710.31
263,1030,Current,Active,2021-08-09,7090.41
264,6617,Savings,Active,2024-08-23,3073.3
265,1997,Savings,Active,2024-05-16,10970.83
266,1342,Savings,Active,2023-08-20,19565.83
267,9441,Current,Closed,2024-02-29,15363.03
268,2088,Savings,Active,2021-10-13,25302.35
269,8873,Savings,Closed,2024-09-02,36340.99
270,375,Savings,Active,2024-07-07,31674.38
271,3046,Salary,Active,2025-07-30,20768.76
272,6276,Savings,Active,2023-04-13,30369.16
273,5950,Savings,Active,2024-07-13,5161.68
274,806,Savings,Active,2022-09-03,6125.85
275,6353,Savings,Active,2025-08-01,7258.7
276,6471,Savings,Active,2024-07-25,22281.2
277,6647,Savings,Closed,2024-09-28,50547.48
278,279,Current,Active,2022-07-23,114777.91
279,1406,Savings,Active,2023-04-18,33252.38
280,8980,Salary,Active,2023-11-05,4295.76
281,7151,Savings,Active,2024-09-05,30211.04
282,1333,Savings,Active,2022-01-31,47945.22
283,8066,Savings,Active,2022-06-19,13017.58
284,3148,Savings,Active,2025-11-27,16041.42
285,7993,Salary,Dormant,2024-01-25,54640.7
286,3450,Savings,Active,2023-07-07,18888.57
287,433,Salary,Active,2023-07-07,24333.06
288,8027,Savings,Active,2025-04-30,15231.8
289,1010,Savings,Active,2025-10-29,66665.13
290,7280,Savings,Active,2024-01-03,4849.45
291,5192,Current,Dormant,2022-10-01,16887.45
292,8509,Savings,Active,2025-04-30,13589.74
293,5308,Salary,Active,2022-08-08,12373.09
294,4217,Current,Active,2023-05-24,6910.42
295,1366,Savings,Active,2024-08-08,82519.32
296,6797,Salary,Closed,2022-04-09,15349.59
297,9128,Savings,Active,2024-05-02,10692.37
298,3519,Salary,Active,2023-08-16,48696.73
299,2769,Current,Active,2022-03-14,21866.14
300,496,Savings,Active,2021-09-30,3924.2
301,3593,Savings,Active,2024-09-15,3205.62
302,2233,Current,Active,2025-04-29,19120.62
303,8049,Savings,Active,2022-07-20,37502.34
304,2936,Savings,Active,2022-04-03,20064.88
305,6720,Savings,Active,2024-11-02,5273.84
306,4446,Savings,Active,2024-12-31,55852.6
307,2368,Salary,Active,2023-07-21,9953.32
308,6556,Savings,Dormant,2023-09-25,185749.08
309,906,Salary,Active,2025-09-17,18690.0
310,8169,Savings,Active,2022-12-25,36130.18
311,7901,Savings,Active,2024-08-22,67280.06
312,4598,Savings,Active,2024-10-17,28852.41
313,7654,Salary,Active,2024-09-05,20726.83
314,5010,Savings,Active,2024-01-08,45761.43
315,7236,Savings,Dormant,2026-04-17,16286.14
316,9708,Current,Dormant,2023-08-06,26823.05
317,7209,Current,Active,2023-11-18,18259.43
318,7959,Current,Active,2024-12-20,22837.72
319,5289,Salary,Active,2022-12-16,50728.55
320,7814,Salary,Active,2025-12-24,6574.08
321,6137,Current,Active,2023-11-17,13883.76
322,8304,Savings,Active,2021-11-10,13286.26
323,6607,Savings,Active,2023-11-25,58734.16
324,9865,Savings,Dormant,2021-07-08,19310.41
325,2303,Current,Dormant,2025-09-04,8709.23
326,9843,Savings,Active,2025-09-03,3059.4
327,7326,Current,Active,2022-10-15,68982.3
328,4396,Savings,Active,2021-11-07,21675.42
329,3996,Salary,Dormant,2024-07-05,18116.37
330,8499,Savings,Active,2022-02-21,20119.23
331,8313,Current,Active,2024-04-22,67114.31
332,7770,Savings,Active,2025-04-02,34033.29
333,9470,Salary,Active,2023-08-02,3338.02
334,1428,Savings,Active,2026-04-15,39786.93
335,5614,Savings,Active,2021-12-15,3708.41
336,3103,Savings,Active,2026-04-06,44976.44
337,9378,Savings,Active,2023-10-08,13867.74
338,1456,Savings,Active,2021-12-05,45947.24
339,9372,Salary,Active,2024-10-21,49174.99
340,1347,Savings,Active,2025-03-26,11751.34
341,8821,Savings,Active,2021-09-07,21677.62
342,1215,Savings,Dormant,2025-09-29,27680.4
343,1962,Savings,Active,2022-11-30,10677.44
344,2996,Salary,Active,2023-07-08,10589.55
345,4613,Savings,Active,2024-02-15,34619.62
346,9740,Salary,Active,2021-07-01,79246.57
347,5691,Current,Closed,2024-12-22,6868.3
348,2859,Current,Active,2023-08-14,36676.9
349,762,Savings,Active,2023-07-31,17392.56
350,5459,Salary,Active,2025-07-13,43317.35
351,8048,Savings,Active,2021-10-08,34910.83
352,4903,Savings,Active,2025-04-30,30002.51
353,8106,Savings,Active,2025-08-16,5230.57
354,1497,Savings,Active,2023-05-23,143047.24
355,9436,Salary,Active,2025-02-14,19966.06
356,4583,Savings,Dormant,2021-11-29,16677.54
357,2044,Current,Active,2022-12-02,43707.04
358,3377,Savings,Active,2026-05-29,3490.04
359,8709,Salary,Active,2021-07-31,48109.61
360,835,Savings,Active,2022-02-11,58527.54
361,624,Salary,Dormant,2022-09-26,6442.71
362,1048,Salary,Active,2026-03-28,33358.19
363,1565,Savings,Active,2025-05-01,20456.32
364,3983,Savings,Active,2022-12-21,32353.86
365,5441,Current,Dormant,2025-09-22,4929.88
366,497,Savings,Active,2023-06-14,76818.28
367,543,Savings,Active,2024-09-01,44361.7
368,916,Current,Active,2021-06-24,7763.72
369,1802,Savings,Active,2025-11-18,13384.0
370,82,Savings,Active,2022-06-08,61259.17
371,1180,Savings,Active,2025-10-06,31764.54
372,8358,Savings,Active,2023-06-28,11490.53
373,2072,Savings,Active,2022-10-07,27288.17
374,8999,Current,Active,2022-09-11,14872.54
375,7031,Current,Active,2022-02-01,6544.85
376,332,Savings,Active,2025-05-28,17458.86
377,7146,Savings,Active,2025-01-20,35556.58
378,9727,Savings,Active,2026-03-23,11368.35
379,6980,Salary,Active,2024-11-22,37153.1
380,8373,Savings,Active,2025-04-05,55523.89
381,9509,Salary,Active,2024-03-11,46246.87
382,6113,Savings,Active,2021-08-17,35260.79
383,9299,Savings,Active,2022-12-14,6537.42
384,1590,Savings,Dormant,2024-03-15,16963.94
385,2487,Savings,Active,2024-04-27,26877.78
386,5835,Savings,Active,2021-06-23,20931.87
387,2591,Current,Active,2025-03-09,48469.49
388,8680,Salary,Active,2023-07-16,20013.42
389,8804,Salary,Active,2025-12-09,62535.91
390,3421,Savings,Active,2021-07-08,53628.21
391,5209,Savings,Active,2024-05-16,13478.68
392,9590,Savings,Dormant,2021-12-28,6911.56
393,7215,Savings,Active,2025-03-27,51435.96
394,1457,Savings,Active,2022-07-30,78190.15
395,9530,Savings,Active,2022-10-20,15679.1
396,4498,Salary,Active,2026-06-11,33691.74
397,2868,Savings,Active,2026-04-10,56295.28
398,4584,Salary,Active,2022-02-16,5220.7
399,5255,Salary,Closed,2024-08-30,100988.88
400,6346,Savings,Active,2026-05-10,15520.26
401,6572,Current,Active,2025-07-10,106896.79
402,7084,Savings,Active,2023-04-23,47061.5
403,5299,Savings,Active,2023-10-16,31122.49
404,79,Savings,Active,2024-08-24,119910.57
405,5653,Savings,Active,2023-05-10,30977.69
406,378,Savings,Active,2024-05-01,78204.26
407,165,Savings,Active,2025-11-17,47593.57
408,7968,Current,Dormant,2021-11-13,14010.58
409,9913,Salary,Closed,2023-05-02,7788.49
410,5942,Savings,Active,2026-05-26,87292.76
411,8347,Savings,Active,2024-06-07,24992.07
412,1147,Savings,Active,2021-11-28,42847.54
413,9256,Savings,Active,2021-12-14,34972.84
414,2217,Savings,Dormant,2025-12-11,36806.51
415,5450,Savings,Active,2024-10-17,46700.0
416,1464,Savings,Active,2023-12-05,20989.57
417,3471,Savings,Active,2022-11-08,98293.47
418,1517,Savings,Active,2022-03-13,74587.13
419,4424,Savings,Active,2021-11-03,14188.96
420,1527,Savings,Active,2022-01-22,14081.17
421,789,Current,Active,2024-09-25,7478.92
422,6521,Current,Active,2022-11-22,142097.03
423,7422,Savings,Active,2026-01-12,16350.52
424,6578,Savings,Dormant,2025-06-23,37296.14
425,2549,Savings,Active,2023-06-02,14346.39
426,7253,Savings,Active,2024-02-06,33310.7
427,4609,Current,Active,2022-12-10,49966.38
428,8708,Savings,Active,2026-03-06,74549.42
429,6641,Current,Active,2023-01-06,60507.99
430,6746,Savings,Active,2026-05-02,5251.48
431,3063,Current,Active,2024-02-16,46327.68
432,5282,Savings,Active,2024-11-23,146736.96
433,4763,Savings,Active,2026-02-22,16314.1
434,9760,Savings,Active,2021-11-10,79226.53
435,9641,Current,Active,2022-12-13,8389.61
436,967,Savings,Active,2022-10-28,38583.77
437,6077,Savings,Closed,2021-07-18,22526.54
438,5695,Current,Dormant,2021-07-11,3316.88
439,8556,Savings,Active,2024-10-15,12905.27
440,108,Savings,Active,2024-04-01,62119.03
441,7182,Salary,Active,2022-09-06,38674.1
442,8815,Savings,Active,2026-05-06,20453.73
443,4417,Savings,Active,2023-05-10,49413.31
444,510,Savings,Dormant,2026-04-22,5026.52
445,6816,Savings,Active,2022-01-06,18152.97
446,9257,Savings,Active,2021-10-01,9184.53
447,3866,Savings,Active,2024-04-12,3785.47
448,8496,Savings,Active,2021-09-14,53646.2
449,9161,Savings,Closed,2024-03-18,34836.7
450,9631,Current,Active,2025-08-30,16482.18
451,3872,Current,Active,2025-04-28,13458.85
452,5514,Current,Active,2023-08-28,5381.83
453,6509,Savings,Active,2025-07-20,18875.42
454,7165,Current,Active,2024-08-21,40804.33
455,3501,Savings,Active,2023-04-17,12291.35
456,2200,Savings,Active,2025-12-10,71518.79
457,3902,Savings,Active,2023-05-14,5001.46
458,7759,Salary,Dormant,2026-04-12,2945.0
459,6071,Savings,Active,2025-04-22,23690.87
460,2271,Savings,Dormant,2023-02-03,42094.0
461,5386,Current,Active,2021-06-21,36919.6
462,230,Current,Active,2024-06-01,5935.01
463,2487,Savings,Active,2024-06-13,17674.31
464,8342,Savings,Active,2023-04-21,29737.79
465,910,Savings,Active,2022-04-20,49993.55
466,978,Savings,Active,2021-11-30,3418.05
467,635,Current,Active,2021-07-11,21554.8
468,5990,Salary,Active,2023-08-20,29866.01
469,4718,Savings,Active,2026-01-15,7720.03
470,2191,Savings,Dormant,2024-08-25,28070.92
471,5190,Savings,Dormant,2024-01-11,10229.38
472,4940,Savings,Active,2024-08-09,44659.25
473,7082,Savings,Dormant,2024-02-29,73798.32
474,3475,Savings,Active,2026-01-01,8161.54
475,6696,Savings,Active,2026-05-24,8188.28
476,7195,Savings,Active,2026-02-08,70359.32
477,1866,Current,Active,2023-11-01,32285.02
478,299,Savings,Active,2021-07-11,34700.53
479,2740,Savings,Active,2023-03-13,6893.38
480,6702,Savings,Active,2024-09-09,33476.66
481,3726,Savings,Active,2025-01-09,23429.32
482,4541,Current,Active,2025-08-10,54811.17
483,8290,Savings,Active,2026-05-18,42494.72
484,4815,Salary,Active,2024-04-28,18213.46
485,6135,Savings,Active,2021-11-01,11302.18
486,3523,Savings,Active,2025-06-26,47464.89
487,4419,Savings,Active,2025-11-19,34819.95
488,6819,Salary,Active,2024-12-31,4463.87
489,8125,Current,Active,2022-04-05,9377.52
490,8163,Savings,Closed,2024-04-14,52395.13
491,5490,Savings,Active,2022-10-31,3578.17
492,6086,Savings,Active,2022-05-22,8727.11
493,9038,Current,Dormant,2026-02-04,64304.98
494,4186,Savings,Active,2022-06-20,8806.64
495,4227,Savings,Active,2022-03-02,4126.57
496,8097,Current,Active,2024-04-17,10461.0
497,3882,Savings,Active,2023-11-02,10831.69
498,7693,Salary,Active,2025-10-19,12660.49
499,9245,Salary,Active,2024-06-08,15690.95
500,3616,Current,Active,2024-06-08,33121.15
501,6806,Salary,Active,2022-03-16,84671.12
502,3158,Savings,Active,2023-01-16,6792.54
503,2106,Savings,Active,2023-04-29,7888.79
504,5177,Savings,Active,2021-12-31,53436.12
505,994,Salary,Active,2023-04-20,106812.55
506,3097,Savings,Active,2025-12-27,5309.13
507,190,Savings,Dormant,2024-08-19,25598.66
508,2899,Salary,Active,2021-10-16,37016.17
509,5857,Current,Active,2025-08-01,19564.22
510,4250,Savings,Active,2022-01-25,4135.83
511,5389,Savings,Active,2024-09-22,107167.44
512,7047,Savings,Active,2026-06-03,1910.75
513,3412,Savings,Active,2021-11-07,2317.24
514,9239,Savings,Active,2026-04-22,30197.96
515,606,Savings,Active,2022-01-03,15169.04
516,1367,Savings,Dormant,2025-12-25,49828.38
517,6483,Savings,Dormant,2025-06-25,4042.8
518,9257,Savings,Active,2023-07-24,27237.24
519,5796,Current,Dormant,2024-05-10,138350.49
520,518,Savings,Dormant,2024-12-06,11378.96
521,5219,Savings,Active,2022-03-27,45313.09
522,3808,Savings,Active,2026-02-22,40433.66
523,5436,Salary,Closed,2023-12-03,17347.97
524,2273,Salary,Active,2024-12-12,120682.2
525,2309,Savings,Active,2026-01-26,22680.24
526,9295,Salary,Active,2026-03-11,12678.03
527,4793,Savings,Active,2025-11-20,23656.73
528,811,Savings,Active,2022-10-28,2051.63
529,8269,Savings,Active,2026-02-03,3283.48
530,2310,Savings,Active,2024-05-12,20463.87
531,7909,Savings,Active,2023-07-13,37864.45
532,9218,Savings,Active,2023-06-02,7265.16
533,4440,Savings,Active,2025-06-26,3497.44
534,6390,Savings,Active,2022-05-24,11594.43
535,3559,Savings,Active,2022-06-15,18136.88
536,8009,Savings,Active,2022-06-26,152232.77
537,846,Savings,Active,2025-10-08,34616.3
538,8885,Current,Active,2021-11-06,41032.71
539,1333,Current,Active,2024-05-18,114033.21
540,6301,Savings,Active,2025-02-08,159511.54
541,1275,Savings,Closed,2023-09-30,51910.69
542,7167,Savings,Active,2022-05-23,52688.28
543,9437,Salary,Active,2026-01-01,10641.73
544,338,Savings,Active,2022-01-07,16236.03
545,3295,Savings,Active,2023-04-08,10735.93
546,337,Savings,Active,2026-01-05,44600.51
547,1868,Savings,Active,2025-01-22,36755.29
548,6915,Salary,Active,2022-10-24,77878.48
549,495,Savings,Active,2022-10-08,58250.11
550,4643,Salary,Active,2026-06-13,14881.57
551,3887,Current,Closed,2023-01-03,34336.98
552,8353,Current,Active,2022-07-31,144578.24
553,2037,Current,Active,2024-05-17,19545.04
554,9934,Savings,Active,2025-07-21,24620.61
555,9700,Savings,Dormant,2024-01-22,17260.31
556,5084,Savings,Active,2026-03-19,26811.75
557,3561,Savings,Active,2022-07-01,29201.1
558,9568,Savings,Active,2024-04-30,58919.11
559,9746,Savings,Active,2022-07-13,12770.02
560,2282,Savings,Active,2022-07-12,28696.0
561,1602,Savings,Active,2024-01-18,6430.52
562,1300,Savings,Active,2022-08-08,6889.77
563,8903,Salary,Active,2024-06-24,59357.12
564,4168,Current,Active,2023-08-16,5253.17
565,2047,Current,Dormant,2025-03-24,37391.05
566,2882,Savings,Closed,2024-03-21,9314.09
567,5475,Savings,Active,2026-02-17,6147.15
568,1818,Savings,Active,2024-04-09,34355.16
569,2199,Savings,Active,2022-08-18,227394.8
570,3333,Savings,Active,2022-12-14,34810.76
571,1104,Current,Active,2025-08-03,14580.45
572,3178,Savings,Active,2022-09-25,11454.31
573,4816,Savings,Active,2023-09-03,9092.38
574,2178,Salary,Active,2025-11-23,17741.26
575,1195,Current,Active,2022-07-20,53011.88
576,4502,Current,Dormant,2022-05-14,24820.56
577,6042,Savings,Active,2021-10-31,18362.56
578,8728,Salary,Active,2023-03-06,4253.67
579,7061,Savings,Active,2023-05-02,6023.23
580,9262,Savings,Active,2021-09-15,7626.2
581,8325,Savings,Active,2025-04-15,15414.5
